id,compound,formula
LMFA01030113,5E_12E-otadecadienoic acid,C18H32O2
LMFA01030114,6_ 8-octadecadienoic acid,C18H32O2
LMFA01030115,8E_10E-octadecadienoic acid,C18H32O2
LMFA01030116,8Z_11Z-octadecadienoic acid,C18H32O2
LMFA01030117,9Z_11Z-octadecadienoic acid,C18H32O2
LMFA01030118,9Z_11E-octadecadienoic acid,C18H32O2
LMFA01030119,9E_11E-octadecadienoic acid,C18H32O2
LMFA01030120,9Z_12Z-octadecadienoic acid,C18H32O2
LMFA01030121,9Z_12E-octadecadienoic acid,C18H32O2
LMFA01030122,9E_12Z-octadecadienoic acid,C18H32O2
LMFA01030123,9E_12E-octadecadienoic acid,C18H32O2
LMFA01030124,10Z_12Z-octadecadienoic acid,C18H32O2
LMFA01030125,10E_12Z-octadecadienoic acid,C18H32O2
LMFA01030126,10E_12E-octadecadienoic acid,C18H32O2
LMFA01030127,10Z_13Z-octadecadienoic acid,C18H32O2
LMFA01030128,11Z_14Z-octadecadienoic acid,C18H32O2
LMFA01030129,10Z_13Z-nonadecadienoic acid,C19H34O2
LMFA01030130,11_14-eicosadienoic acid,C20H36O2
LMFA01030131,5_13-docosadienoic acid,C22H40O2
LMFA01030132,13_16-docosadienoic acid,C22H40O2
LMFA01030133,17_20-hexacosadienoic acid,C26H48O2
LMFA01030134,4_7_10-hexadecatrienoic acid,C16H26O2
LMFA01030135,5E_8E_11E-hexadecatrienoic acid,C16H26O2
LMFA01030136,6_9_12-hexadecatrienoic acid,C16H26O2
LMFA01030137,6_10_14-hexadecatrienoic acid,C16H26O2
LMFA01030138,7Z_10Z_13Z-hexadecatrienoic acid,C16H26O2
LMFA01030139,9_12_15-hexadecatrienoic acid,C16H26O2
LMFA01030140,3E_9Z_12Z-octadecatrienoic acid,C18H30O2
LMFA01030141,6Z_9Z_12Z-octadecatrienoic acid,C18H30O2
LMFA01030142,6_10_14-octadecatrienoic acid,C18H30O2
LMFA01030143,8Z_10E_12Z-octadecatrienoic acid,C18H30O2
LMFA01030144,8E_10E_12Z-octadecatrienoic acid,C18H30O2
LMFA01030145,8E_10E_12E-octadecatrienoic acid,C18H30O2
LMFA01030146,9Z_11E_13Z-octadecatrienoic acid,C18H30O2
LMFA01030147,9Z_11E_13E-octadecatrienoic acid,C18H30O2
LMFA01030148,9E_11E_13E-octadecatrienoic acid,C18H30O2
LMFA01030151,9_12_14-octadecatrienoic acid,C18H30O2
LMFA01030152,9Z_12Z_15Z-octadecatrienoic acid,C18H30O2
LMFA01030153,9E_12E_15E-octadecatrienoic acid,C18H30O2
LMFA01030154,10_12_14-octadecatrienoic acid,C18H30O2
LMFA01030155,10E_12E_14E-octadecatrienoic acid,C18H30O2
LMFA01030156,10_12_15-octadecatrienoic acid,C18H30O2
LMFA01030157,5_8_11-eicosatrienoic acid,C20H34O2
LMFA01030158,8Z_11Z_14Z-eicosatrienoic acid,C20H34O2
LMFA01030159,11_14_17-eicosatrienoic acid,C20H34O2
LMFA01030161,7_10_13-docosatrienoic acid,C22H38O2
LMFA01030162,8_11_14-docosatriennoic acid,C22H38O2
LMFA01030163,4_7_10_13-hexadecatetraenoic acid,C16H24O2
LMFA01030164,4_7_11_14-hexadecatetraenoic acid,C16H24O2
LMFA01030165,4_8_12_16-hexadecatetraenoic acid,C16H24O2
LMFA01030166,6_9_12_15-hexadecatetraenoic acid,C16H24O2
LMFA01030167,3E_9Z_12Z_15Z-octadecatetraenoic acid,C18H28O2
LMFA01030168,4_8_12_15-octadecatetraenoic acid,C18H28O2
LMFA01030169,6_9_12_15-octadecatetraenoic acid,C18H28O2
LMFA01030170,9_11_13_15-octadecatetraenoic acid,C18H28O2
LMFA01030171,9E_11E_13E_15E-octadecatetraenoic acid,C18H28O2
LMFA01030172,9_12_15_17-octadecatetraenoic acid,C18H28O2
LMFA01030173,4_8_12_16-eicosatetraenoic acid,C20H32O2
LMFA01030175,6_10_14_18-eicosatetraenoic acid,C20H32O2
LMFA01030176,8_11_14_17-eicosatetraenoic acid,C20H32O2
LMFA01030177,4_7_10_13-docosatetraenoic acid,C22H36O2
LMFA01030178,7Z_10Z_13Z_16Z-docosatetraenoic acid,C22H36O2
LMFA01030179,8_12_16_19-docosatetraenoic acid,C22H36O2
LMFA01030180,4_8_12_15_18-eicosapentaenoic acid,C20H30O2
LMFA01030182,4_7_10_13_16-docosapentaenoic acid,C22H34O2
LMFA01030183,4_8_12_15_19-docosapentaenoic acid,C22H34O2
LMFA01030184,7_10_13_16_19-docosapentaenoic acid,C22H34O2
LMFA01030185,4Z_7Z_10Z_13Z_16Z_19Z-docosahexaenoic acid,C22H32O2
LMFA01030186,4_8_12_15_19_21-tetracosahexaenoic acid,C24H36O2
LMFA01030188,5-(2-cyclopentenyl)-pentanoic acid,C10H16O2
LMFA01030189,7-(2-cyclopentenyl)-heptanoic acid,C12H20O2
LMFA01030191,9-(2-cyclopentenyl)-nonanoic acid,C14H24O2
LMFA01030193,2-propenoic acid,C3H4O2
LMFA01030194,2Z-butenoic acid,C4H6O2
LMFA01030195,2E-butenoic acid,C4H6O2
LMFA01030197,13-(2-cyclopentenyl)-6-tridecenoic acid,C18H30O2
LMFA01030198,3Z-decenoic acid,C10H18O2
LMFA01030199,4Z-decenoic acid,C10H18O2
LMFA01030200,2_3-decadienoic acid,C10H16O2
LMFA01030201,2_5-decadienoic acid,C10H16O2
LMFA01030202,2E_7E-decadienoic acid,C10H16O2
LMFA01030203,2E_7Z-decadienoic acid,C10H16O2
LMFA01030204,2Z_6E-decadienoic acid,C10H16O2
LMFA01030205,3_4-decadienoic acid,C10H16O2
LMFA01030206,3_5-decadienoic acid,C10H16O2
LMFA01030207,3E_5Z-decadienoic acid,C10H16O2
LMFA01030208,3Z_5E-decadienoic acid,C10H16O2
LMFA01030209,4_8-decadienoic acid,C10H16O2
LMFA01030210,4E_9-decadienoic acid,C10H16O2
LMFA01030211,5E_9-decadienoic acid,C10H16O2
LMFA01030212,5E_8E-decadienoic acid,C10H16O2
LMFA01030213,6E_8E-decadienoic acid,C10H16O2
LMFA01030214,7_9-decadienoic acid,C10H16O2
LMFA01030215,2E_6E_8E-decatrienoic acid,C10H14O2
LMFA01030216,2E_6Z_8E-decatrienoic acid,C10H14O2
LMFA01030217,2Z-undecenoic acid,C11H20O2
LMFA01030218,3E-undecenoic acid,C11H20O2
LMFA01030219,6Z-undecenoic acid,C11H20O2
LMFA01030220,8Z-undecenoic acid,C11H20O2
LMFA01030221,9Z-undecenoic acid,C11H20O2
LMFA01030222,2E_4E-undecadienoic acid,C11H18O2
LMFA01030223,10Z-dodecenoic acid,C12H22O2
LMFA01030224,2Z-dodecenoic acid,C12H22O2
LMFA01030225,5E-dodecenoic acid,C12H22O2
LMFA01030226,5Z-dodecenoic acid,C12H22O2
LMFA01030227,6Z-dodecenoic acid,C12H22O2
LMFA01030228,7Z-dodecenoic acid,C12H22O2
LMFA01030229,9Z-dodecenoic acid,C12H22O2
LMFA01030230,2E_4E-dodecadienoic acid,C12H20O2
LMFA01030231,2E_6Z-dodecadienoic acid,C12H20O2
LMFA01030232,2E_8E-dodecadienoic acid,C12H20O2
LMFA01030233,2E_8Z-dodecadienoic acid,C12H20O2
LMFA01030234,2Z_8E-dodecadienoic acid,C12H20O2
LMFA01030235,2Z_8Z-dodecadienoic acid,C12H20O2
LMFA01030236,5E_7E-dodecadienoic acid,C12H20O2
LMFA01030237,7Z_9E-dodecadienoic acid,C12H20O2
LMFA01030238,8E_10E-dodecadienoic acid,C12H20O2
LMFA01030239,8Z_10E-dodecadienoic acid,C12H20O2
LMFA01030240,2E_4E_8Z_10E-dodecatetraenoic acid,C12H16O2
LMFA01030241,2E_6E_8E_10E-dodecatetraenoic acid,C12H16O2
LMFA01030242,2E_6E_8Z_10E-dodecatetraenoic acid,C12H16O2
LMFA01030243,3_5_7_9_11-dodecapentaenoic acid,C12H14O2
LMFA01030244,3E_5E-tridecadienoic acid,C13H22O2
LMFA01030245,3Z_5E-tridecadienoic acid,C13H22O2
LMFA01030246,3E-tetradecenoic acid,C14H26O2
LMFA01030247,4Z-tetradecenoic acid,C14H26O2
LMFA01030248,5Z-tetradecenoic acid,C14H26O2
LMFA01030249,7Z-tetradecenoic acid,C14H26O2
LMFA01030250,9E-tetradecenoic acid,C14H26O2
LMFA01030251,10Z_12E-tetradecadienoic acid,C14H24O2
LMFA01030252,2E_4E-tetradecadienoic acid,C14H24O2
LMFA01030253,3_4-tetradecadienoic acid,C14H24O2
LMFA01030254,3Z_5E-tetradecadienoic acid,C14H24O2
LMFA01030255,3Z_5Z-tetradecadienoic acid,C14H24O2
LMFA01030256,5_8-tetradecadienoic acid,C14H24O2
LMFA01030257,5Z_8Z-tetradecadienoic acid,C14H24O2
LMFA01030258,5_7_9_11_13-tetradecapentaenoic acid,C14H18O2
LMFA01030259,10Z-pentadecenoic acid,C15H28O2
LMFA01030260,10-hexadecenoic acid,C16H30O2
LMFA01030261,11-hexadecenoic acid,C16H30O2
LMFA01030262,11Z-hexadecenoic acid,C16H30O2
LMFA01030263,13-hexadecenoic acid,C16H30O2
LMFA01030264,13Z-hexadecenoic acid,C16H30O2
LMFA01030265,2Z-hexadecenoic acid,C16H30O2
LMFA01030266,3E-hexadecenoic acid,C16H30O2
LMFA01030267,6Z-hexadecenoic acid,C16H30O2
LMFA01030268,10Z_12E-hexadecadienoic acid,C16H28O2
LMFA01030269,2E_4E-hexadecadienoic acid,C16H28O2
LMFA01030270,2E_4Z-hexadecadienoic acid,C16H28O2
LMFA01030271,3Z_9Z-hexadecadienoic acid,C16H28O2
LMFA01030272,6_9-hexadecadienoic acid,C16H28O2
LMFA01030273,6Z_9Z-hexadecadienoic acid,C16H28O2
LMFA01030274,8Z_10Z-hexadecadienoic acid,C16H28O2
LMFA01030275,9Z_12Z-hexadecadienoic acid,C16H28O2
LMFA01030276,7Z_10Z_13Z-hexadecatrienoic acid,C16H26O2
LMFA01030277,2E_6Z_8Z_12E-hexadecatetraenoic acid,C16H24O2
LMFA01030278,2E_6Z_8Z_12Z-hexadecatetraenoic acid,C16H24O2
LMFA01030279,2Z_6Z_8Z_12E-hexadecatetraenoic acid,C16H24O2
LMFA01030280,2Z_6Z_8Z_12Z-hexadecatetraenoic acid,C16H24O2
LMFA01030281,4Z_7Z_10Z_13Z-hexadecatetraenoic acid,C16H24O2
LMFA01030282,10E-heptadecenoic acid,C17H32O2
LMFA01030283,10Z-heptadecenoic acid,C17H32O2
LMFA01030284,16-heptadecenoic acid,C17H32O2
LMFA01030285,2Z-heptadecenoic acid,C17H32O2
LMFA01030286,7Z-heptadecenoic acid,C17H32O2
LMFA01030287,8E-heptadecenoic acid,C17H32O2
LMFA01030288,8Z-heptadecenoic acid,C17H32O2
LMFA01030289,9E-heptadecenoic acid,C17H32O2
LMFA01030290,13Z-octadecenoic acid,C18H34O2
LMFA01030291,15Z-octadecenoic acid,C18H34O2
LMFA01030292,16Z-octadecenoic acid,C18H34O2
LMFA01030293,17-octadecenoic acid,C18H34O2
LMFA01030294,3Z-octadecenoic acid,C18H34O2
LMFA01030295,4Z-octadecenoic acid,C18H34O2
LMFA01030296,5Z-octadecenoic acid,C18H34O2
LMFA01030297,10E_14E-octadecadienoic acid,C18H32O2
LMFA01030298,10Z_14Z-octadecadienoic acid,C18H32O2
LMFA01030299,11Z_14Z-octadecadienoic acid,C18H32O2
LMFA01030300,11Z_15Z-octadecadienoic acid,C18H32O2
LMFA01030301,12E_16E-octadecadienoic acid,C18H32O2
LMFA01030302,12Z_15Z-octadecadienoic acid,C18H32O2
LMFA01030303,13E_17-octadecadienoic acid,C18H32O2
LMFA01030304,13Z_16Z-octadecadienoic acid,C18H32O2
LMFA01030305,14Z_17-octadecadienoic acid,C18H32O2
LMFA01030306,2_4-octadecadienoic acid,C18H32O2
LMFA01030307,2E_6E-octadecadienoic acid,C18H32O2
LMFA01030308,2Z_5Z-octadecadienoic acid,C18H32O2
LMFA01030309,2Z_6Z-octadecadienoic acid,C18H32O2
LMFA01030310,3E_7E-octadecadienoic acid,C18H32O2
LMFA01030311,3Z_12Z-octadecadienoic acid,C18H32O2
LMFA01030312,3Z_6Z-octadecadienoic acid,C18H32O2
LMFA01030313,3Z_7Z-octadecadienoic acid,C18H32O2
LMFA01030314,4_9-octadecadienoic acid,C18H32O2
LMFA01030315,4E_8E-octadecadienoic acid,C18H32O2
LMFA01030316,4Z_7Z-octadecadienoic acid,C18H32O2
LMFA01030317,4Z_8Z-octadecadienoic acid,C18H32O2
LMFA01030318,5_10-octadecadienoic acid,C18H32O2
LMFA01030319,5_11-octadecadienoic acid,C18H32O2
LMFA01030320,5_6-octadecadienoic acid,C18H32O2
LMFA01030321,5E_9Z-octadecadienoic acid,C18H32O2
LMFA01030322,5Z_11Z-octadecadienoic acid,C18H32O2
LMFA01030323,5Z_8Z-octadecadienoic acid,C18H32O2
LMFA01030324,5Z_9E-octadecadienoic acid,C18H32O2
LMFA01030325,5Z_9Z-octadecadienoic acid,C18H32O2
LMFA01030326,6_11-octadecadienoic acid,C18H32O2
LMFA01030327,6E_10E-octadecadienoic acid,C18H32O2
LMFA01030328,6E_11Z-octadecadienoic acid,C18H32O2
LMFA01030329,6E_12E-octadecadienoic acid,C18H32O2
LMFA01030330,6E_9E-octadecadienoic acid,C18H32O2
LMFA01030331,6Z_11Z-octadecadienoic acid,C18H32O2
LMFA01030332,6Z_9Z-octadecadienoic acid,C18H32O2
LMFA01030333,7E_12E-octadecadienoic acid,C18H32O2
LMFA01030334,7Z_10Z-octadecadienoic acid,C18H32O2
LMFA01030335,7Z_11Z-octadecadienoic acid,C18H32O2
LMFA01030336,8_11-octadecadienoic acid,C18H32O2
LMFA01030337,8_12-octadecadienoic acid,C18H32O2
LMFA01030338,9_13-octadecadienoic acid,C18H32O2
LMFA01030339,2E_9Z_12Z-octadecatrienoic acid,C18H30O2
LMFA01030340,octadeca-5S_6_16E-trienoic acid,C18H30O2
LMFA01030341,5_8_11-octadecatrienoic acid,C18H30O2
LMFA01030342,5_9_12-octadecatrienoic acid,C18H30O2
LMFA01030343,5Z_9Z_12E-octadecatrienoic acid,C18H30O2
LMFA01030344,5Z_9Z_12Z-octadecatrienoic acid,C18H30O2
LMFA01030345,7E_9Z_12Z-octadecatrienoic acid,C18H30O2
LMFA01030346,7Z_9Z_12Z-octadecatrienoic acid,C18H30O2
LMFA01030347,9E_11Z_13Z-octadecatrienoic acid,C18H30O2
LMFA01030348,9E_12E_15Z-octadecatrienoic acid,C18H30O2
LMFA01030349,9E_12Z_15E-octadecatrienoic acid,C18H30O2
LMFA01030350,9E_12Z_15Z-octadecatrienoic acid,C18H30O2
LMFA01030351,9Z_12E_15E-octadecatrienoic acid,C18H30O2
LMFA01030352,9Z_12E_15Z-octadecatrienoic acid,C18H30O2
LMFA01030353,9Z_12Z_15E-octadecatrienoic acid,C18H30O2
LMFA01030354,5_8_11_14-octadecatetraenoic acid,C18H28O2
LMFA01030355,5_9_12_15-octadecatetraenoic acid,C18H28O2
LMFA01030356,5Z_8Z_11Z_14Z-octadecatetraenoic acid,C18H28O2
LMFA01030357,6Z_9Z_12Z_15Z-octadecatetraenoic acid,C18H28O2
LMFA01030358,9Z_11Z_13E_15E-octadecatetraenoic acid,C18H28O2
LMFA01030359,3_6_9_12_15-octadecapentaenoic acid,C18H26O2
LMFA01030360,3Z_6Z_9Z_12Z_15Z-octadecapentaenoic acid,C18H26O2
LMFA01030361,10E-nonadecenoic acid,C19H36O2
LMFA01030362,10Z-nonadecenoic acid,C19H36O2
LMFA01030363,7E-nonadecenoic acid,C19H36O2
LMFA01030364,7Z-nonadecenoic acid,C19H36O2
LMFA01030365,10E_13E-nonadecadienoic acid,C19H34O2
LMFA01030366,13-eicosenoic acid,C20H38O2
LMFA01030367,13Z-eicosenoic acid,C20H38O2
LMFA01030368,15-eicosenoic acid,C20H38O2
LMFA01030369,15Z-eicosenoic acid,C20H38O2
LMFA01030370,5E-eicosenoic acid,C20H38O2
LMFA01030371,5Z-eicosenoic acid,C20H38O2
LMFA01030372,8Z-eicosenoic acid,C20H38O2
LMFA01030373,11Z_15Z-eicosadienoic acid,C20H36O2
LMFA01030374,5_11-Eicosadienoic acid,C20H36O2
LMFA01030375,7_13-Eicosadienoic acid,C20H36O2
LMFA01030376,8_11-Eicosadienoic acid,C20H36O2
LMFA01030377,8Z_11Z-eicosadienoic acid,C20H36O2
LMFA01030378,11Z_14Z_17Z-eicosatrienoic acid,C20H34O2
LMFA01030379,2E_4E_8Z-eicosatrienoic acid,C20H34O2
LMFA01030380,5Z_11Z_14Z-eicosatrienoic acid,C20H34O2
LMFA01030381,5Z_8Z_11Z-eicosatrienoic acid,C20H34O2
LMFA01030382,7_10_13-Eicosatrienoic acid,C20H34O2
LMFA01030383,7_11_14-Eicosatrienoic acid,C20H34O2
LMFA01030384,7Z_10Z_13Z-eicosatrienoic acid,C20H34O2
LMFA01030385,7Z_11Z_14E-eicosatrienoic acid,C20H34O2
LMFA01030386,7Z_11Z_14Z-eicosatrienoic acid,C20H34O2
LMFA01030388,8Z_12E_14Z-eicosatrienoic acid,C20H34O2
LMFA01030389,4_7_10_13-Eicosatetraenoic acid,C20H32O2
LMFA01030390,4Z_7Z_10Z_13Z-eicosatetraenoic acid,C20H32O2
LMFA01030391,4Z_8Z_11Z_14Z-eicosatetraenoic acid,C20H32O2
LMFA01030392,5_11_14_17-Eicosatetraenoic acid,C20H32O2
LMFA01030393,5_8_11_14-Eicosatetraenoic acid / 5_8_11_14-icosatetraenoic acid,C20H32O2
LMFA01030394,5Z_11Z_14Z_17Z-eicosatetraenoic acid,C20H32O2
LMFA01030395,8Z_11Z_14Z_18Z-eicosatetraenoic acid,C20H32O2
LMFA01030396,2E_5Z_8Z_11Z_14Z-eicosapentaenoic acid,C20H30O2
LMFA01030397,5E_8Z_11Z_14Z_16Z-eicosapentaenoic acid,C20H30O2
LMFA01030398,12Z-heneicosenoic acid,C21H40O2
LMFA01030399,12Z_15Z-heneicosadienoic acid,C21H38O2
LMFA01030400,11-docosenoic acid,C22H42O2
LMFA01030401,15-docosenoic acid,C22H42O2
LMFA01030402,15Z-docosenoic acid,C22H42O2
LMFA01030403,19Z-docosenoic acid,C22H42O2
LMFA01030404,5Z-docosenoic acid,C22H42O2
LMFA01030405,13Z_16Z-docosadienoic acid,C22H40O2
LMFA01030406,5Z_13Z-docosadienoic acid,C22H40O2
LMFA01030407,13_16_19-docosatrienoic acid,C22H38O2
LMFA01030408,13Z_16Z_19Z-docosatrienoic acid,C22H38O2
LMFA01030409,3Z_9Z_15Z-docosatrienoic acid,C22H38O2
LMFA01030410,5Z_11Z_17Z-docosatrienoic acid,C22H38O2
LMFA01030411,7Z_10Z_13Z-docosatrienoic acid,C22H38O2
LMFA01030412,14E-tricosenoic acid,C23H44O2
LMFA01030413,14Z-tricosenoic acid,C23H44O2
LMFA01030414,16Z-tricosenoic acid,C23H44O2
LMFA01030415,17Z-tricosenoic acid,C23H44O2
LMFA01030416,18Z-tricosenoic acid,C23H44O2
LMFA01030417,5_9-tetracosadienoic acid,C24H44O2
LMFA01030418,16Z-pentacosenoic acid,C25H48O2
LMFA01030419,17Z-pentacosenoic acid,C25H48O2
LMFA01030420,18Z-pentacosenoic acid,C25H48O2
LMFA01030421,19Z-pentacosenoic acid,C25H48O2
LMFA01030422,17-hexacosenoic acid,C26H50O2
LMFA01030423,9Z-hexacosenoic acid,C26H50O2
LMFA01030424,5_9-hexacosadienoic acid,C26H48O2
LMFA01030425,5Z_9Z-hexacosadienoic acid,C26H48O2
LMFA01030426,5_9_17-hexacosatrienoic acid,C26H46O2
LMFA01030427,5_9_19-hexacosatrienoic acid,C26H46O2
LMFA01030428,5Z_9Z_17Z-hexacosatrienoic acid,C26H46O2
LMFA01030429,5Z_9Z_19Z-hexacosatrienoic acid,C26H46O2
LMFA01030430,20Z-heptacosenoic acid,C27H52O2
LMFA01030431,21Z-octacosenoic acid,C28H54O2
LMFA01030432,23Z-octacosenoic acid,C28H54O2
LMFA01030433,9Z-octacosenoic acid,C28H54O2
LMFA01030440,3_7-dimethyl-2Z_6E-octadienoic acid,C10H16O2
LMFA01030441,4Z_7-octadienoic acid,C8H12O2
LMFA01030442,5_7-octadienoic acid,C8H12O2
LMFA01030443,2E-nonenoic acid,C9H16O2
LMFA01030444,3Z-nonenoic acid,C9H16O2
LMFA01030445,4E-nonenoic acid,C9H16O2
LMFA01030446,6E-nonenoic acid,C9H16O2
LMFA01030447,2_6-nonadienoic acid,C9H14O2
LMFA01030448,2E_6Z-nonadienoic acid,C9H14O2
LMFA01030449,2Z_4E-nonadienoic acid,C9H14O2
LMFA01030450,5_7-nonadienoic acid,C9H14O2
LMFA01030451,3_5-hexadienoic acid,C6H8O2
LMFA01030452,4Z-heptenoic acid,C7H12O2
LMFA01030453,6-octadecynoic acid,C18H32O2
LMFA01030454,8-octadecynoic acid,C18H32O2
LMFA01030455,9-octadecynoic acid,C18H32O2
LMFA01030456,2_4-decadiynoic acid,C10H12O2
LMFA01030457,3-decynoic acid,C10H16O2
LMFA01030458,4-decynoic acid,C10H16O2
LMFA01030459,5-decynoic acid,C10H16O2
LMFA01030460,6-decynoic acid,C10H16O2
LMFA01030461,7-decynoic acid,C10H16O2
LMFA01030462,8-decynoic acid,C10H16O2
LMFA01030463,9-decynoic acid,C10H16O2
LMFA01030464,5_11-dodecadiynoic acid,C12H16O2
LMFA01030465,5_8_11-dodecatriynoic acid,C12H12O2
LMFA01030466,3-dodecynoic acid,C12H20O2
LMFA01030467,4-dodecynoic acid,C12H20O2
LMFA01030468,5-dodecynoic acid,C12H20O2
LMFA01030469,6-dodecynoic acid,C12H20O2
LMFA01030470,7-dodecynoic acid,C12H20O2
LMFA01030471,8-dodecynoic acid,C12H20O2
LMFA01030472,9-dodecynoic acid,C12H20O2
LMFA01030473,10-dodecynoic acid,C12H20O2
LMFA01030474,11-dodecynoic acid,C12H20O2
LMFA01030475,10E_16-heptadecadien-8-ynoic acid,C17H26O2
LMFA01030476,5_8-heptadecadiynoic acid,C17H26O2
LMFA01030477,6_9-heptadecadiynoic acid,C17H26O2
LMFA01030478,7_10-heptadecadiynoic acid,C17H26O2
LMFA01030479,5_8_11-heptadecatriynoic acid,C17H22O2
LMFA01030480,3-heptadecenoic acid,C17H32O2
LMFA01030481,7-heptadecenoic acid,C17H32O2
LMFA01030482,10E-heptadecen-8-ynoic acid,C17H28O2
LMFA01030483,7-heptadecynoic acid,C17H30O2
LMFA01030484,8-heptadecynoic acid,C17H30O2
LMFA01030485,9-heptadecynoic acid,C17H30O2
LMFA01030486,12-heptadecynoic acid,C17H30O2
LMFA01030487,16-heptadecynoic acid,C17H30O2
LMFA01030488,3-heptynoic acid,C7H10O2
LMFA01030489,4-heptynoic acid,C7H10O2
LMFA01030490,6-heptynoic acid,C7H10O2
LMFA01030491,3_9-hexadecadiynoic acid,C16H24O2
LMFA01030492,7_10-hexadecadiynoic acid,C16H24O2
LMFA01030493,8_10-hexadecadiynoic acid,C16H24O2
LMFA01030494,2-hexadecynoic acid,C16H28O2
LMFA01030495,4-hexadecynoic acid,C16H28O2
LMFA01030496,7-hexadecynoic acid,C16H28O2
LMFA01030497,10-hexadecynoic acid,C16H28O2
LMFA01030498,3-hexynoic acid,C6H8O2
LMFA01030499,4-hexynoic acid,C6H8O2
LMFA01030500,5-hexynoic acid,C6H8O2
LMFA01030501,10_13-nonadecadiynoic acid,C19H30O2
LMFA01030502,8_11_14-nonadecatriynoic acid,C19H26O2
LMFA01030503,18-nonadecynoic acid,C19H34O2
LMFA01030504,2-nonynoic acid,C9H14O2
LMFA01030505,4-nonynoic acid,C9H14O2
LMFA01030506,5-nonynoic acid,C9H14O2
LMFA01030507,6-nonynoic acid,C9H14O2
LMFA01030508,7-nonynoic acid,C9H14O2
LMFA01030509,8-nonynoic acid,C9H14O2
LMFA01030510,13Z_17-Octadecadiene-9_11-diynoic acid,C18H24O2
LMFA01030511,11E_13E-octadecadien-9-ynoic acid,C18H28O2
LMFA01030512,2_5-octadecadiynoic acid,C18H28O2
LMFA01030513,2_6-octadecadiynoic acid,C18H28O2
LMFA01030514,2_7-octadecadiynoic acid,C18H28O2
LMFA01030515,3_6-octadecadiynoic acid,C18H28O2
LMFA01030516,3_7-octadecadiynoic acid,C18H28O2
LMFA01030517,3_8-octadecadiynoic acid,C18H28O2
LMFA01030518,4_6-octadecadiynoic acid,C18H28O2
LMFA01030519,4_7-octadecadiynoic acid,C18H28O2
LMFA01030520,4_8-octadecadiynoic acid,C18H28O2
LMFA01030521,4_9-octadecadiynoic acid,C18H28O2
LMFA01030522,5_7-octadecadiynoic acid,C18H28O2
LMFA01030523,5_8-octadecadiynoic acid,C18H28O2
LMFA01030524,5_9-octadecadiynoic acid,C18H28O2
LMFA01030525,5_10-octadecadiynoic acid,C18H28O2
LMFA01030526,5_12-octadecadiynoic acid,C18H28O2
LMFA01030527,6_8-octadecadiynoic acid,C18H28O2
LMFA01030528,6_9-octadecadiynoic acid,C18H28O2
LMFA01030529,6_10-octadecadiynoic acid,C18H28O2
LMFA01030530,6_11-octadecadiynoic acid,C18H28O2
LMFA01030531,6_12-octadecadiynoic acid,C18H28O2
LMFA01030532,7_9-octadecadiynoic acid,C18H28O2
LMFA01030533,7_10-octadecadiynoic acid,C18H28O2
LMFA01030534,7_11-octadecadiynoic acid,C18H28O2
LMFA01030535,7_12-octadecadiynoic acid,C18H28O2
LMFA01030536,8_10-octadecadiynoic acid,C18H28O2
LMFA01030537,8_11-octadecadiynoic acid,C18H28O2
LMFA01030538,8_12-octadecadiynoic acid,C18H28O2
LMFA01030539,9_11-octadecadiynoic acid,C18H28O2
LMFA01030540,9_12-octadecadiynoic acid,C18H28O2
LMFA01030541,9_13-octadecadiynoic acid,C18H28O2
LMFA01030542,10_12-octadecadiynoic acid,C18H28O2
LMFA01030543,10_13-octadecadiynoic acid,C18H28O2
LMFA01030544,10_14-octadecadiynoic acid,C18H28O2
LMFA01030545,11_14-octadecadiynoic acid,C18H28O2
LMFA01030546,11_15-octadecadiynoic acid,C18H28O2
LMFA01030547,12_14-octadecadiynoic acid,C18H28O2
LMFA01030548,12_15-octadecadiynoic acid,C18H28O2
LMFA01030549,12_16-octadecadiynoic acid,C18H28O2
LMFA01030550,13_16-octadecadiynoic acid,C18H28O2
LMFA01030551,13_17-octadecadiynoic acid,C18H28O2
LMFA01030552,14_17-octadecadiynoic acid,C18H28O2
LMFA01030553,5_8_11-octadecatriynoic acid,C18H24O2
LMFA01030554,6_9_12-octadecatriynoic acid,C18H24O2
LMFA01030555,8_11_14-octadecatriynoic acid,C18H24O2
LMFA01030556,13E-octadecene-9_11-diynoic acid,C18H26O2
LMFA01030557,13Z-octadecene-9_11-diynoic acid,C18H26O2
LMFA01030558,17-octadecene-9_11-diynoic acid,C18H26O2
LMFA01030559,15-octadecene-9_11_13-triynoic acid,C15H18O2
LMFA01030560,11E-octadecen-9-ynoic acid,C18H30O2
LMFA01030561,11Z-octadecen-9-ynoic acid,C18H30O2
LMFA01030562,17-octadecen-9-ynoic acid,C18H30O2
LMFA01030563,2-octadecynoic acid,C18H32O2
LMFA01030564,3-octadecynoic acid,C18H32O2
LMFA01030565,4-octadecynoic acid,C18H32O2
LMFA01030566,5-octadecynoic acid,C18H32O2
LMFA01030567,7-octadecynoic acid,C18H32O2
LMFA01030568,10-octadecynoic acid,C18H32O2
LMFA01030569,11-octadecynoic acid,C18H32O2
LMFA01030570,12-octadecynoic acid,C18H32O2
LMFA01030571,13-octadecynoic acid,C18H32O2
LMFA01030572,14-octadecynoic acid,C18H32O2
LMFA01030573,15-octadecynoic acid,C18H32O2
